,textDisplay,authorDisplayName,authorChannelUrl,likeCount,spam
4121,прикол <br>жалко спида,Саша Игнатенко,http://www.youtube.com/channel/UCbLJvTeCrorJRlnWV1taRxA,0,1
4122,i want  to  be in your vedios  but i am in  kenya,Morgan Muniu,http://www.youtube.com/channel/UC37jRVz_UooJkiPhLRK7ONg,0,0
4123,Mi santo es el Primero de Julio,Angell Landa,http://www.youtube.com/channel/UCQAojTctC01zyx0yKsLGbeg,0,1
4124,กดติดตามแล้วครับอยากได้รางวัล,บรรเลง นามพลกรัง,http://www.youtube.com/channel/UCW7BklQj2MD-Fk1-uAHfPvg,0,1
4125,Please türkish,Red Slime,http://www.youtube.com/channel/UCcd-TtQLScBVkgwZAoVv02A,0,1
4126,"Thanks, Congrats🎉🎉,Message me to claim prize🎁on DISCORD 💬💬",Inbox me on Discord👉👉 Mr B#3133,http://www.youtube.com/channel/UCba5qvJeh8Uq2GM3_hbMEpg,0,1
4127,Ổng biết ghi tiếng Việt nhưng nói tiếng Anh,my ninh,http://www.youtube.com/channel/UCaNg026bOz_U1qZAbrhsOFQ,0,0
4128,mrbeast.......how are you,Durry Fixed,http://www.youtube.com/channel/UCNi3Ipy-O3bsBUOUbibmx0w,0,1
4129,"You spend a lot of money on silly fun things, which is super silly, and fun! How about funding my Master&#39;s Degree in Counseling so I can help the youth in my community? $28K would only represent a small fraction of your wealth.",Non-Fungible Artist,http://www.youtube.com/channel/UC5xJ0ofFFY7oNqP4ePW5YAQ,0,1
4130,هل أنت عربي<br>Translation: Are you an Arab?,Abdullah X2,http://www.youtube.com/channel/UC8UXAxbEMmeUbgrUOuT6WVw,0,1
4131,Việt Nam 🇻🇳,Thiện Đức,http://www.youtube.com/channel/UCkh37Hv6AA9774Tine0YuYg,0,0
4132,Mi 9ans,Nacira Koudech,http://www.youtube.com/channel/UCFLyPc1lvbhy5dFz27RYUNw,0,1
4133,Fyi I&#39;ve been subbed and watching since 50choirs in a coffin,jackr9445,http://www.youtube.com/channel/UC7NT8RgnkNph1slu44D-4Jw,0,0
4134,"I really need it $10,000 to set-up research lab.  Can ppl help me here @MrBeast",ANALOG TecHII,http://www.youtube.com/channel/UCcEW8sKdkLiIKbYQz1io6sQ,0,1
4135,I love you Mr Beast I am Ali I am from Iraq,اصابه المافيا,http://www.youtube.com/channel/UCkXAgIB9cicQvYUKagT15Jw,0,1
4136,MrBeast PLS OPEN A MrBeast Burguer in Brazil! All Brazillians wanna eat Mrbeast Burguer!,pedro porquinhoLINDO,http://www.youtube.com/channel/UC4E8kl8v6cyd8WY5qz8fOXw,0,1
4137,Help a new Zealander get on his feet need a car to get to work,Ardsss,http://www.youtube.com/channel/UC1zJdnhR7r4Uf4M9xzIu1bg,0,1
4138,I found another person who is Turkish and watching mrbeast,cowmoosecowmoosecowmoose,http://www.youtube.com/channel/UCJu3NIGp-il6xttTc4a5Y1w,0,1
4139,Help a new Zealander get on his feet need a car to get to work please mrbeast,Ardsss,http://www.youtube.com/channel/UC1zJdnhR7r4Uf4M9xzIu1bg,0,1
4140,MR.Beast I beg you to join me in fighting for prizes in your content. Please. I from Indonesian,The Armageddon,http://www.youtube.com/channel/UCD4R6hcZN8knwqcrgYkZxTw,2,1
4141,I&#39;m watching you with respect and love please,Pinar Basyigit,http://www.youtube.com/channel/UCfkUreVCSJ4h0M0W69DdPSQ,0,0
4142,Please,Pinar Basyigit,http://www.youtube.com/channel/UCfkUreVCSJ4h0M0W69DdPSQ,0,1
4143,we don&#39;t have a brother status I&#39;m in Turkey please contact us,Pinar Basyigit,http://www.youtube.com/channel/UCfkUreVCSJ4h0M0W69DdPSQ,0,0
4144,Speeeeed noooo,Jaime Lucas,http://www.youtube.com/channel/UCRr8IoqBVWHHQSc6pos5NpA,0,0
4145,Spewed nooooo,Jaime Lucas,http://www.youtube.com/channel/UCRr8IoqBVWHHQSc6pos5NpA,0,0
4146,✓,Turk TR,http://www.youtube.com/channel/UCKwnlHiaa57nXZoTPgJOcLA,0,1
4147,Why are your chocolate bars so expensive,SNB Servics,http://www.youtube.com/channel/UCPufwnzJPB-ngWHPehHNmVg,0,1
4148,Ты разве не Американец?,TimBoo2014 Dmitryev,http://www.youtube.com/channel/UC-wx5JrihwnErhf-iRv8Tbw,0,0
4149,ishowspeed in vid noice,Lley,http://www.youtube.com/channel/UCLRmJQAGxFz81-QRN3OI4wg,0,1
4150,ว้าว,มาคร์เกอร์,http://www.youtube.com/channel/UC8qrXf35xxpa37QHI8VC-7A,0,1
4151,greetings from russia🇷🇺,Глеб Бородин,http://www.youtube.com/channel/UCn0btjrPdPKjWCdBta9iOlQ,0,1
4152,Tyu,Benim Adım YKS,http://www.youtube.com/channel/UCtvWF_GdGHXZT9xgjkgqqmg,0,1
4153,Pls Turkey,31 gang,http://www.youtube.com/channel/UCYVGVrd0qA9pa4L1RI8Rsig,0,1
4154,"Hello, you are wonderful, Mr. Best. I hope you see my comment and receive it. I need any possible help, thank you",مالك حمود ياخال /malek_hamoud,http://www.youtube.com/channel/UCEg6xmaMVSipd6ExDPePFvQ,0,1
4155,"Thanks for watching and commenting...<br>You have been added to my shortlisted winners🎉 of the ongoing giveaway,hit up on telegram 👆 to to claim your prize 🎁",Telegra'm me👉 @Official_Giveaway1,http://www.youtube.com/channel/UCHZnf-kM0zX8dQopsrNViLw,0,1
4156,Why did you quit Vietnamese dubbing?,Thanh Nguyễn Thị,http://www.youtube.com/channel/UCfrbwzc-umeiQYqUXQS3YXg,0,0
4157,"Thanks, Congrats🎉🎉,Message me to claim prize🎁on DISCORD 💬💬",Inbox me on Discord👉👉 Mr B#3133,http://www.youtube.com/channel/UCba5qvJeh8Uq2GM3_hbMEpg,0,1
4158,Wow😮,عبدالله وعمر,http://www.youtube.com/channel/UCcGtFmAeeUhsCk19MLdalMw,0,1
4159,"Thanks, Congrats🎉🎉,Message me to claim prize🎁on DISCORD 💬💬",Inbox me on Discord👉👉 Mr B#3133,http://www.youtube.com/channel/UCba5qvJeh8Uq2GM3_hbMEpg,0,1
4160,Hier are you feeling you with so much Money,Jarik Stoffer,http://www.youtube.com/channel/UCHDzpO8JCRDQ_wyl0pxhnHg,0,1
4161,banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana,bananagod1056,http://www.youtube.com/channel/UCiL1FJ7hjR6wUC51rVpUT8w,0,1
4162,banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana,bananagod1056,http://www.youtube.com/channel/UCiL1FJ7hjR6wUC51rVpUT8w,0,1
4163,banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana,bananagod1056,http://www.youtube.com/channel/UCiL1FJ7hjR6wUC51rVpUT8w,0,1
4164,banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana,bananagod1056,http://www.youtube.com/channel/UCiL1FJ7hjR6wUC51rVpUT8w,0,1
4165,banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana banana   banana banana Banana banana,bananagod1056,http://www.youtube.com/channel/UCiL1FJ7hjR6wUC51rVpUT8w,0,1
4166,pliis,Maria de la Cruz Yah Pat,http://www.youtube.com/channel/UCOswCi70htSEPPLZlNmUElw,0,1
4167,"bro, buy me a CBR 1000RR-R motorbike, I&#39;m from Indonesia, I don&#39;t have a motorbike, I really want to have a motorbike",Zona Depan,http://www.youtube.com/channel/UCOducN25zyX4NWW6sGWWVJA,0,1
4168,Banana,AJoStuff,http://www.youtube.com/channel/UCQNoRGzhu2VRuoSLFOPaI6g,1,1
4169,Banana,AJoStuff,http://www.youtube.com/channel/UCQNoRGzhu2VRuoSLFOPaI6g,1,1
4170,Banana,AJoStuff,http://www.youtube.com/channel/UCQNoRGzhu2VRuoSLFOPaI6g,1,1
4171,Banana,AJoStuff,http://www.youtube.com/channel/UCQNoRGzhu2VRuoSLFOPaI6g,1,1
4172,Banana,AJoStuff,http://www.youtube.com/channel/UCQNoRGzhu2VRuoSLFOPaI6g,1,1
4173,Banana,AJoStuff,http://www.youtube.com/channel/UCQNoRGzhu2VRuoSLFOPaI6g,1,1
4174,Banana,AJoStuff,http://www.youtube.com/channel/UCQNoRGzhu2VRuoSLFOPaI6g,1,1
4175,تحياتي يا مستر بيست احبك متابعك من مصر🇪🇬🇪🇬❤️,حلوتنا في مهارتنا,http://www.youtube.com/channel/UCLpO8W0I3u9p28PQ-f5_4og,0,0
4176,Banana,AJoStuff,http://www.youtube.com/channel/UCQNoRGzhu2VRuoSLFOPaI6g,1,1
4177,👍,iraq_erbil__21,http://www.youtube.com/channel/UCa86Pcbgv7_fnbyXHtPCnWg,0,1
4178,loloool,Naruto Uzumaki,http://www.youtube.com/channel/UCwMQkQekD28bIbQ9eHm9ErQ,0,1
4179,The is really funny the end wassss just 😮😮😮😂,ikram ben,http://www.youtube.com/channel/UCjjcNpZbBCHdrAvaocmfEFQ,0,1
4180,I subscribed give me your diamond play button please I&#39;ve never won anything in my life,SNB Servics,http://www.youtube.com/channel/UCPufwnzJPB-ngWHPehHNmVg,0,1
4181,"Quando eu volta em outra vida quero ter dinheiro, apenas pra ajudar minha mãe",JEFE,http://www.youtube.com/channel/UChCdmEtHqZMz0CswnexO6ow,1,1
4182,"Nooooo, Speed!",AryWastesTime,http://www.youtube.com/channel/UC6kxohI7eDEqyQhxyyk0BhA,0,0
4183,kok di gw pake bahasa indo yaaa,Farrel Chesta,http://www.youtube.com/channel/UC5nriO6y6TQo8kQqYXPaTJA,0,1
4184,Survive in coldest areas,Asisa Assiya,http://www.youtube.com/channel/UCIc_5wSFCAZCeG5_mpW1YVw,0,1
4185,Sen türk müsün,RIDVAN YT,http://www.youtube.com/channel/UCexhQeXJdN-cfETLoiDlLNg,0,0
4186,Plz help me,Ajay Kumar,http://www.youtube.com/channel/UCN11XpyEs6AicdaOlRzmu_A,0,1
4187,"Мистер бист, а почему твои ролики теперь на русском?",N1GHTMARE1603,http://www.youtube.com/channel/UCALz-peaEmZUP24xiGF21Mg,0,0
4188,"ı want mr beast hoodie but very bad turkey economy, sad :(",Gliese,http://www.youtube.com/channel/UC_Lpe4xPseIFhTxZ0IJ1mQQ,0,1
4189,I feel bad for George,Penelope Chadwick,http://www.youtube.com/channel/UC2vOeC3L2b40vdBMJ0LPRZA,0,1
4190,🤣🤣🤣🤣😅😅😅😅,Adarsh Limbu,http://www.youtube.com/channel/UCV7xiExRmAUB1OFZSxu8pjA,0,1
4191,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁",Inbox me on Discord 👉👉 Mr B#3133,http://www.youtube.com/channel/UC_6gT3-tczIEifD8bnvMhEw,0,0
4192,# mast hai bhaiya ji ❤️🥰😘,Art abhishek,http://www.youtube.com/channel/UCk2xdvo3BkGzWBsHAXNlXwA,0,0
4193,Mr beast fans👇👇👇👇👇,Penelope Chadwick,http://www.youtube.com/channel/UC2vOeC3L2b40vdBMJ0LPRZA,0,0
4194,You surpassed @pewdipie,yellow_Nathan,http://www.youtube.com/channel/UC7I8JKkCUpKCY2XYus5rDdQ,1,0
4195,Ilove you mester best ❤❤❤❤,Ali Rd,http://www.youtube.com/channel/UCHY6u6xb0T-ABUPp5A9SjcQ,1,1
4196,Имба звуковая дорожка,trewor mix,http://www.youtube.com/channel/UC7SIoBpeNdyokP4HCDg1pqA,0,1
4197,Wanna buy me the new cod,Noah Hinojos,http://www.youtube.com/channel/UCZOdDskKJjSJ-7Z_HFYIK8g,0,1
4198,Please,sidra,http://www.youtube.com/channel/UCA0mz6quMoOnvBn2JRxStug,0,1
4199,I need many help😪😔,sidra,http://www.youtube.com/channel/UCA0mz6quMoOnvBn2JRxStug,0,1
4200,Mister beest can you answer I have been writing this for so long please,Beluga,http://www.youtube.com/channel/UCjhndnPc-HJbYLM4GbULL2Q,0,1
4201,Mr Beast please help me my family problem IAM India country,B.M. Day,http://www.youtube.com/channel/UCDws4wkOgtGvUXP-bymYCBw,1,1
4202,I&#39;m Arab,حمزه بن دلاج,http://www.youtube.com/channel/UC6Q8AohEQtCkYeWj5Dixhag,0,0
4203,Ты лучший👍💯,Матвей Рыбзынов,http://www.youtube.com/channel/UCaak2LJQITEGXK7wfIftjLg,1,1
4204,Beautiful ❤️❤️❤️,FAROOQ LHR OFFICIAL,http://www.youtube.com/channel/UC7QxRsgLERM7iRBt4Hau-mA,0,1
4205,يا الهي allahu akbar,chriselda,http://www.youtube.com/channel/UCYetQXOsyrX5Qqmb4F5YsBg,0,0
4206,"Hit me up<br>something special for you🎉",Chat via nicegram👉Beastman2020,http://www.youtube.com/channel/UCj3nc6ce1flohdUQQ3x_PYQ,0,1
4207,Que le paso ala vos de MR.BEAS la de antes,Idan Maita,http://www.youtube.com/channel/UCg0fC1UH_gD59-1IQ0npxVQ,0,1
4208,Boom its over,Munashe Mak,http://www.youtube.com/channel/UCG0kD5S1rnMBZ6IJr-Iw-LA,0,1
4209,We need to help mallowsaur,Ryland Crone,http://www.youtube.com/channel/UCZ2HXxJD38S9BjiMbN5bhkA,0,1
4210,A bist burgiers will be in Russia,хит БОКТЕР,http://www.youtube.com/channel/UCzTQSAcrcwqIHLBEQk9Kqrw,0,0
4211,"Hit me up<br>something special for you🎉",Chat via nicegram👉Beastman2020,http://www.youtube.com/channel/UCj3nc6ce1flohdUQQ3x_PYQ,0,1
4212,Okay 👍,спуйк 1,http://www.youtube.com/channel/UCACx7EcckJgKuTukKJaC2RQ,0,1
4213,Mr beast,Jayson Estrada,http://www.youtube.com/channel/UCqqgrl4nYdvMyHOumgdI4Ng,0,0
4214,Pakistan Urdu channel open please 🥺🥺🥺😭,Shakeel Hammad,http://www.youtube.com/channel/UCblVKGAJt7QAUf27fAEuUrw,0,1
4215,"Hit me up<br>something special for you🎉",Chat via nicegram👉Beastman2020,http://www.youtube.com/channel/UCj3nc6ce1flohdUQQ3x_PYQ,0,1
4216,"Hit me up<br>something special for you🎉",Chat via nicegram👉Beastman2020,http://www.youtube.com/channel/UCj3nc6ce1flohdUQQ3x_PYQ,0,1
4217,"Hit me up<br>something special for you🎉",Chat via nicegram👉Beastman2020,http://www.youtube.com/channel/UCj3nc6ce1flohdUQQ3x_PYQ,0,1
4218,"Hit me up<br>something special for you🎉",Chat via nicegram👉Beastman2020,http://www.youtube.com/channel/UCj3nc6ce1flohdUQQ3x_PYQ,0,1
4219,"Hit me up<br>something special for you🎉",Chat via nicegram👉Beastman2020,http://www.youtube.com/channel/UCj3nc6ce1flohdUQQ3x_PYQ,0,1
4220,how I wish i can recieve gifts from you this xmas😁,diann agustin,http://www.youtube.com/channel/UC2i-Twl__eZo9sxgeLJM9dA,0,1
4221,how I wish i can recieve gifts from you this xmas😁,diann agustin,http://www.youtube.com/channel/UC2i-Twl__eZo9sxgeLJM9dA,0,1
4222,how I wish i can recieve gifts from you this xmas😁,diann agustin,http://www.youtube.com/channel/UC2i-Twl__eZo9sxgeLJM9dA,0,1
4223,А ты говоришь на русском,RE:AktivvvIK,http://www.youtube.com/channel/UC3xXpn62nuApdppxEUKHnLg,0,0
4224,how I wish i can recieve gifts from you this xmas😁,diann agustin,http://www.youtube.com/channel/UC2i-Twl__eZo9sxgeLJM9dA,0,1
4225,Việt nam 🇻🇳 Xin chào bạn,lực tô,http://www.youtube.com/channel/UC07yhx2aui46HIjmQUhycYA,0,0
4226,Mrbeast rewind 2023 please,WJ Brits,http://www.youtube.com/channel/UC1OJfu3vzSgq8ss-Qp-Xf0A,1,1
4227,"Привет Мистер Бист,  я из России и мне нравятся твои ролики и я хотел бы поучаствовать в одном из них но неуверенн что это возможно :(",Abik Kudayarov,http://www.youtube.com/channel/UC_yU-2SLgu4Y0FyyKouENIg,0,0
4228,Good day for me to be,Fler,http://www.youtube.com/channel/UCcncNUUtMtgnD8all2ZZ2_w,0,0
4229,устал от реклам,Марат Марат,http://www.youtube.com/channel/UCqZ0AtUYPZlyjv_rf90NuUg,0,1
4230,Привет из России я твой подписчик подари денег,Евгений Пасечник,http://www.youtube.com/channel/UCA0g3Nr-rhtWhO27X8afocQ,0,0
4231,มันก็มีหลายคริปแล้วนะ ให้กดไปที่ฟันเฟืองตรงปรับภาพ หาแทรกเสียงแล้วก็หาภาษาไทย มีแค่บางคริป,Game TH,http://www.youtube.com/channel/UCUcTPaPGs1YN8kgnFiV0JsA,0,1
4232,I am a new follower from Mauritania🗣️🗣️🗣️🗣️,Ghoutoub Nema,http://www.youtube.com/channel/UCVOqmLKpkFJrmX8CdtD8tNA,0,1
4233,Imagine getting pinned by Mrbeast,シPurple Raveシ,http://www.youtube.com/channel/UCBei5gBXFIBFOH6b0h5CGZQ,0,1
4234,ฉันชอบดูพวกคุณมันสนุกมากค่ะ,A53 Oppo,http://www.youtube.com/channel/UCjCWi-726AXFT-jqtkdQLRg,0,1
4235,Can i play one of your games🥰🥰🥰🥰,Jether John Andag,http://www.youtube.com/channel/UCb-g-2UU8oMp98KEWLLZ5gQ,0,1
4236,Ishowspeed 😎😎😎😎😎,Vilém Hromátka,http://www.youtube.com/channel/UCiCRMKbDaZtMzK3Rkmj7V9w,0,1
4237,Gotta respect Harry&#39;s integrity man. Asked for jimmy to check even if they didn&#39;t notice and still comes out with the dub .Harry was always looking for a way to hold onto the bag.while vikk couldn&#39;t have cared more.,🤯Larisa- g0 TO МY Ch@nnel livе N0W!,http://www.youtube.com/channel/UCwkl1d1fdaPe4oHyVrBoFAQ,0,0
4238,"Hit me up<br>something special for you🎉",Chat via nicegram👉Beastman2020,http://www.youtube.com/channel/UCj3nc6ce1flohdUQQ3x_PYQ,0,1
4239,Kok bisa suara indo ? 😱,Aat Soewardi,http://www.youtube.com/channel/UCHiX9xiLvtJ33Rhypxa7jMg,0,1
4240,"Undang saya mister..🙏🥺,saya lagi sulit ekonomi🙏🥺<br>Salam dari indonesia surabaya<br>SEMOGA COMEN SAYA DI BACA🤲",Boby Ozzuri,http://www.youtube.com/channel/UCroI-w-wDLugPrKGd_UsEDQ,0,1
4241,นายเร็ว,พี ไรเฟิล,http://www.youtube.com/channel/UCLJBWxMJD_shaYmWAJAr31w,0,1
4242,Can anyone grind on my acc in roblox name is tonilana000 and password is burek123,LANA DEMEREC,http://www.youtube.com/channel/UCJSVHLldY_55Dzb1zjLU8OA,0,1
4243,Почему в комментах только англичане вед  в России тоже смотрят его,Muratov 3125,http://www.youtube.com/channel/UC_D4wm9xdVA2jL1HMFMnlmg,0,1
4244,นายสัตว์,พี ไรเฟิล,http://www.youtube.com/channel/UCLJBWxMJD_shaYmWAJAr31w,0,1
4245,"Hit me up<br>something special for you🎉",Chat via nicegram👉Beastman2020,http://www.youtube.com/channel/UCj3nc6ce1flohdUQQ3x_PYQ,0,1
4246,I so sad😢,pro man 1255,http://www.youtube.com/channel/UC7u6_DVkYsUQNgG2dfDwG5Q,0,1
4247,I dated a mrbeast milk chocolate bar and you cookies,Barry Paul,http://www.youtube.com/channel/UCb-zBZEa3bauVKFXd9PQgYA,0,1
4248,"Hi MR.Beast  I hope you can read my comment,I want to challenge you to come visit Philippines and show some help to less fortunate..<br>😊😊😊😊",diann agustin,http://www.youtube.com/channel/UC2i-Twl__eZo9sxgeLJM9dA,0,1
4249,"Hi MR.Beast  I hope you can read my comment,I want to challenge you to come visit Philippines and show some help to less fortunate..<br>😊😊😊😊",diann agustin,http://www.youtube.com/channel/UC2i-Twl__eZo9sxgeLJM9dA,0,1
4250,подари мне тоже пж,КАПРИЗ,http://www.youtube.com/channel/UC9VSEqOL7todwvP9tpGeyIg,0,1
4251,"Hi MR.Beast  I hope you can read my comment,I want to challenge you to come visit Philippines and show some help to less fortunate..<br>😊😊😊😊",diann agustin,http://www.youtube.com/channel/UC2i-Twl__eZo9sxgeLJM9dA,0,1
4252,"Hi MR.Beast  I hope you can read my comment,I want to challenge you to come visit Philippines and show some help to less fortunate..<br>😊😊😊😊",diann agustin,http://www.youtube.com/channel/UC2i-Twl__eZo9sxgeLJM9dA,0,1
4253,10.000$ z,Canan Çelik,http://www.youtube.com/channel/UCywwbFhid5y-gA-T5BnIzaQ,0,1
4254,"IM one subscribe prom Indonesia, giveaway plisss",Taufik Fik,http://www.youtube.com/channel/UCWAJrsILITzhoo-Rgoo3XCg,0,1
4255,so much fun<br>(สนุกมาก),Chananthida,http://www.youtube.com/channel/UCCcYa6DCDHFfVAQ5vvpkmgg,0,1
4256,Привет MrBeast😄,SEVA v.2.0,http://www.youtube.com/channel/UCWyGhoOUaiEaPxgFCul8HMA,0,1
4257,สปีดสมชื่อเลย,O E O,http://www.youtube.com/channel/UCienwhBBS8AR9hPjzYA_agw,1,1
4258,"hola  desde Venezuela, tengo un hijo de 6 años y el quisiera conocerlos, el mira sus videos, a través de el fue que yo los conoci a ustedes, si pudieran enviarme un mensaje de saludos para el se los agradezco mucho. Bendiciones.",malena Rosario,http://www.youtube.com/channel/UCqyNqPtySHxelendrlTqKXg,0,1
4259,o-o,Tiff,http://www.youtube.com/channel/UCloCN-ZK65Kclih9MXqS8_g,0,1
4260,I love you money,30 FPS Yusuf Ali,http://www.youtube.com/channel/UC00yolqLRyCw5qP4MfuUlag,0,1
4261,ước gì dc a giúp một lần vì tôi đang rất khó khăn cảm ơn!,Long Can,http://www.youtube.com/channel/UCi01_t2yNLlSYAwXe_3ueqw,0,1
4262,bro ishowspeed emoted on mrbeast,Daniels,http://www.youtube.com/channel/UCFFgEYy1dNt5yNiKGEuDT6w,0,1
4263,ถ้ามาถ่ายประเทศไทยก็คงดิ,Raw Tang Channel,http://www.youtube.com/channel/UCzoLSOz_rDh1CbE72I4ABSQ,0,1
4264,Thanks for watching <br>Expect more videos soon<br>DM right away i have something for you 🎉,Chat via nicegram👉Beastman2020,http://www.youtube.com/channel/UCj3nc6ce1flohdUQQ3x_PYQ,0,1
4265,🔥🔥🔥🔥,Rizki Nopiardi,http://www.youtube.com/channel/UCBp0BWSmUtWTiJG4jvWs9ng,0,1
4266,انا من مصر ونفسي العب لعبه من هذه اللعب نفسي اكون مليونير,Ahmed Seyam,http://www.youtube.com/channel/UCdHWBOsmUznwcHyb4dVwmNA,0,0
4267,И я из России,что то,http://www.youtube.com/channel/UCiVU8SLA_ZdY5VZZiZ4Zo9w,0,0
4268,PLS. What  You  Have  CAR!!!,Yousf X Games,http://www.youtube.com/channel/UCgVcRbmk8h_V0K4m29qlXow,1,0
4269,Good,Aarti Sharma,http://www.youtube.com/channel/UCTJwq-1Yxxs3wNdngV7lFTQ,0,0
4270,Helo mrbeast,Quỳnh Mỏ Neo,http://www.youtube.com/channel/UC1-_Y3nk-bIGsjWSAQUjN_w,0,1
4271,Mrbeast plz you make another channel in urdu language,Aman,http://www.youtube.com/channel/UCmw52gvAoGXiFMXtD4aPEig,1,1
4272,Hi sir,A.J. Leon,http://www.youtube.com/channel/UCBsD475utiLz9bh1uGvR5sw,0,1
4273,ไทย,ปอ คับ,http://www.youtube.com/channel/UCTlWfHMDgwPUFhZCA8JgQDg,0,1
4274,Help me!!! From Perú,pancho maguiña,http://www.youtube.com/channel/UCLxuc2Z8VpXSagysOF853iw,0,1
4275,"Mr Beast, this is Maq from Pakistan, i have been watching your videos since many years Now, you give away a lot of money and that is so kind of you. i want to do my Master and I don&#39;t have enough money to cover all the expenses thought that you can help me in covering my educational expenses. <br>Waiting for you response.",Clean Sweep,http://www.youtube.com/channel/UCm1QwQx3usQcUUEQhcQPYvQ,1,1
4276,Ok,𝙼𝚎𝚜𝚑𝚘,http://www.youtube.com/channel/UCv-6gQDMmS53e2YBtNjLm6Q,0,0
4277,I hope I can join with Mr. Beast someday,ieja ford,http://www.youtube.com/channel/UChnlGaM7bvSHE9yV3QVkACA,1,1
4278,wait i show speed? omg,Mitko44_BG,http://www.youtube.com/channel/UCZWqSuOUrWN7lTrGeXvBDgQ,1,1
4279,اب يميني,افلام تيوب,http://www.youtube.com/channel/UCNSmYu6THZAGIky1QVqoCKw,0,1
4280,Hello can I participate me morroco 🇲🇦,MOIUZ_SHADAD,http://www.youtube.com/channel/UCGHeaMj7PeO0xjRUybIExCg,1,1
4281,Seeing Harry happy is the best feeling ever. What a lad. Dude deserves everything.,💗ID 0342 - TAР Мe T0 Hаve SEX wiтн (me)💗,http://www.youtube.com/channel/UCJMOsGTjFkFCGSdBnuIZ6Pg,3,1
4282,"Happy birthday, congrats, inbox me using the above name to claim prize 🎁🎁 on DISCORD",Inbox me on Discord 👉Mr B#7489,http://www.youtube.com/channel/UCkZw-l4HVDn2yAk-ftzX2ag,0,1
4283,ฉันเป็นคนไทย ฉันรักช่องนี้มากกก❤️,HedSodz,http://www.youtube.com/channel/UCr3vuYdXMUHY-aZCxx8BsqQ,1,1
4284,Abi Türkçe biliyor musun,RZ Yusuf,http://www.youtube.com/channel/UCUxGjmCjN4cqs8XMFYlJWlQ,0,1
4285,give me dollar &gt;:(,Suur Sovy,http://www.youtube.com/channel/UCBSgsOx3kXesyoUYLDHhE1A,0,1
4286,Indonesia language?,Ahmad Sabilalhuda,http://www.youtube.com/channel/UCzD_USPORNCuE6umA0N-VfQ,0,1
4287,Good ❤,Shorts adda,http://www.youtube.com/channel/UCI0eZqgClGmOqSyiVkP_K3A,0,0
4288,Euuuuuuuuuu,Gabriel,http://www.youtube.com/channel/UC9ADwlE7UfHNoqVyCfrJIUw,0,1
4289,Hey bro love from. Pakistan,Burhan Bilal,http://www.youtube.com/channel/UC4DNDPeN8n_GByuypUlLRfQ,0,1
4290,Love these videos!!!,Vanismileyyy,http://www.youtube.com/channel/UCnPmp1IJNWlHLHi22Tdkh6Q,0,1
4291,Am viet nam bro :)),Thành phong Cao,http://www.youtube.com/channel/UC5KneCBFC8BvMBrCru5glrg,0,0
4292,🇳🇵 🇳🇵,Alex Thapa,http://www.youtube.com/channel/UCFMjCoIg47y0gkzDV09oOvg,0,1
4293,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁",Inbox me on Discord👉👉 Mr B#3133,http://www.youtube.com/channel/UCba5qvJeh8Uq2GM3_hbMEpg,0,0
4294,ไอ้เราก็ตกใจคิดว่าคนไทยมาพากย์,Fon Thip,http://www.youtube.com/channel/UCpiOKyb67RrwurzW34lsPxA,0,1
4295,มันก็มีหลายคริปแล้วนะ ให้กดไปที่ฟันเฟืองตรงปรับภาพ หาแทรกเสียงแล้วก็หาภาษาไทย มีแค่บางคริป,Game TH,http://www.youtube.com/channel/UCUcTPaPGs1YN8kgnFiV0JsA,1,1
4296,"😂😂ben, you love god",sooltik1,http://www.youtube.com/channel/UCgvWfqJZpAmMH3-cAhMuigg,1,1
4297,🔥,Murat Simsek,http://www.youtube.com/channel/UCUkm4D-VASl6DnaCKc4tQlA,0,1
